Number,Species,,MovePool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Butterfree,Starter,Tackle,Starter,String Shot,Starter,Bug Bite,Starter,Harden,Starter,Supersonic,Beginner,Confusion,Beginner,Poison Powder,Beginner,Stun Spore,Beginner,Sleep Powder,Amateur,Gust,Amateur,Psybeam,Amateur,Whirlwind,Amateur,Air Slash,Amateur,Safeguard,Ace,Bug Buzz,Ace,Tailwind,Ace,Rage Powder,Pro,Quiver Dance,,,,,,
12,Mega Butterfree,Starter,Tackle,Starter,String Shot,Starter,Bug Bite,Starter,Harden,Starter,Supersonic,Beginner,Confusion,Beginner,Poison Powder,Beginner,Stun Spore,Beginner,Sleep Powder,Amateur,Gust,Amateur,Psybeam,Amateur,Whirlwind,Amateur,Air Slash,Amateur,Safeguard,Ace,Bug Buzz,Ace,Tailwind,Ace,Rage Powder,Pro,Quiver Dance,,,,,,
13,Weedle,Starter,Poison Sting,Starter,String Shot,Beginner,Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Kakuna,Starter,Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Beedrill,Starter,Bug Bite,Starter,String Shot,Starter,Harden,Beginner,Fury Cutter,Beginner,Laser Focus,Amateur,Poison Sting,Amateur,Focus Energy,Amateur,Venoshock,Amateur,Assurance,Ace,Toxic Spikes,Ace,Pin Missile,Ace,Poison Jab,Ace,Agility,Pro,Endeavor,Pro,Fell Stinger,,,,,,,,,,,,
15,Mega Beedrill,Starter,Bug Bite,Starter,String Shot,Starter,Harden,Beginner,Fury Cutter,Beginner,Laser Focus,Amateur,Poison Sting,Amateur,Focus Energy,Amateur,Venoshock,Amateur,Assurance,Ace,Toxic Spikes,Ace,Pin Missile,Ace,Poison Jab,Ace,Agility,Pro,Endeavor,Pro,Fell Stinger,,,,,,,,,,,,
16,Pidgey,Starter,Tackle,Starter,Sand Attack,Beginner,Gust,Beginner,Quick Attack,Amateur,Whirlwind,Amateur,Twister,Amateur,Feather Dance,Ace,Agility,Ace,Wing Attack,Ace,Roost,Pro,Tailwind,Pro,Aerial Ace,Pro,Air Slash,Pro,Hurricane,,,,,,,,,,,,,,
17,Pidgeotto,Starter,Tackle,Starter,Sand Attack,Beginner,Gust,Beginner,Quick Attack,Amateur,Whirlwind,Amateur,Twister,Amateur,Feather Dance,Ace,Agility,Ace,Wing Attack,Pro,Roost,Pro,Tailwind,Pro,Aerial Ace,Elite,Air Slash,Elite,Hurricane,,,,,,,,,,,,,,
18,Pidgeot,Starter,Tackle,Starter,Sand Attack,Beginner,Gust,Beginner,Quick Attack,Amateur,Whirlwind,Amateur,Twister,Amateur,Feather Dance,Ace,Agility,Ace,Wing Attack,Pro,Roost,Pro,Tailwind,Elite,Aerial Ace,Elite,Air Slash,Master,Hurricane,,,,,,,,,,,,,,
18,Mega Pidgeot,Starter,Tackle,Starter,Sand Attack,Beginner,Gust,Beginner,Quick Attack,Amateur,Whirlwind,Amateur,Twister,Amateur,Feather Dance,Ace,Agility,Ace,Wing Attack,Pro,Roost,Pro,Tailwind,Elite,Aerial Ace,Elite,Air Slash,Master,Hurricane,,,,,,,,,,,,,,
19,Rattata,Starter,Tackle,Starter,Tail Whip,Starter,Quick Attack,Beginner,Focus Energy,Beginner,Bite,Beginner,Laser Focus,Amateur,Take Down,Amateur,Assurance,Amateur,Crunch,Amateur,Sucker Punch,Amateur,Super Fang,Ace,Double-Edge,Ace,Endeavor,,,,,,,,,,,,,,,,
19,Alolan Rattata,Starter,Tackle,Starter,Tail Whip,Starter,Quick Attack,Beginner,Focus Energy,Beginner,Bite,Beginner,Pursuit,Amateur,Hyper Fang,Amateur,Assurance,Amateur,Crunch,Amateur,Sucker Punch,Amateur,Super Fang,Ace,Double-Edge,Ace,Endeavor,,,,,,,,,,,,,,,,
20,Raticate,Starter,Tackle,Starter,Tail Whip,Starter,Quick Attack,Beginner,Focus Energy,Beginner,Bite,Beginner,Laser Focus,Amateur,Scary Face,Amateur,Take Down,Amateur,Assurance,Amateur,Crunch,Ace,Sucker Punch,Ace,Super Fang,Ace,Double-Edge,Pro,Endeavor,,,,,,,,,,,,,,
20,Alolan Raticate,Starter,Tackle,Starter,Tail Whip,Starter,Quick Attack,Beginner,Focus Energy,Beginner,Bite,Beginner,Pursuit,Amateur,Scary Face,Amateur,Hyper Fang,Amateur,Assurance,Amateur,Crunch,Ace,Sucker Punch,Ace,Super Fang,Ace,Double-Edge,Pro,Endeavor,,,,,,,,,,,,,,
21,Spearow,Starter,Peck,Starter,Growl,Starter,Leer,Beginner,Assurance,Beginner,Fury Attack,Beginner,Aerial Ace,Amateur,Wing Attack,Amateur,Take Down,Amateur,Agility,Ace,Focus Energy,Ace,Roost,Ace,Drill Peck,,,,,,,,,,,,,,,,,,
22,Fearow,Starter,Peck,Starter,Growl,Starter,Leer,Beginner,Assurance,Beginner,Fury Attack,Beginner,Aerial Ace,Amateur,Wing Attack,Amateur,Take Down,Amateur,Agility,Ace,Focus Energy,Ace,Roost,Pro,Drill Peck,Pro,Drill Run,,,,,,,,,,,,,,,,
23,Ekans,Starter,Wrap,Starter,Leer,Starter,Poison Sting,Beginner,Bite,Beginner,Glare,Amateur,Screech,Amateur,Acid,Amateur,Stockpile,Amateur,Swallow,Amateur,Spit Up,Amateur,Acid Spray,Ace,Sludge Bomb,Ace,Gastro Acid,Ace,Belch,Pro,Haze,Pro,Coil,Pro,Gunk Shot,,,,,,,,
24,Arbok,Starter,Wrap,Starter,Horn Leech,Starter,Poison Sting,Beginner,Bite,Beginner,Freezing Glare,Amateur,Screech,Amateur,Acid,Amateur,Crunch,Amateur,Stockpile,Amateur,Swallow,Amateur,Spit Up,Ace,Acid Spray,Ace,Sludge Bomb,Pro,Gastro Acid,Pro,Belch,Pro,Haze,Elite,Coil,Elite,Gunk Shot,,,,,,
25,Pikachu,Starter,Thunder Shock,Starter,Growl,Starter,Tail Whip,Starter,Thunder Wave,Beginner,Play Nice,Beginner,Quick Attack,Beginner,Double Team,Beginner,Electro Ball,Amateur,Feint,Amateur,Spark,Amateur,Agility,Amateur,Iron Tail,Ace,Nuzzle,Ace,Discharge,Ace,Thunderbolt,Ace,Light Screen,Pro,Thunder,,,,,,,,
25,Mega Pikachu,Starter,Thunder Shock,Starter,Growl,Starter,Tail Whip,Starter,Thunder Wave,Beginner,Play Nice,Beginner,Quick Attack,Beginner,Double Team,Beginner,Electro Ball,Amateur,Feint,Amateur,Spark,Amateur,Agility,Amateur,Iron Tail,Ace,Nuzzle,Ace,Discharge,Ace,Thunderbolt,Ace,Light Screen,Pro,Thunder,,,,,,,,
26,Raichu,Starter,Thunder Shock,Starter,Growl,Starter,Thunder Punch,Starter,Thunderbolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Alolan Raichu,Starter,Thunder Shock,Starter,Growl,Starter,Psychic,Starter,Thunderbolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sandshrew,Starter,Scratch,Starter,Defense Curl,Starter,Poison Sting,Beginner,Sand Attack,Beginner,Rollout,Beginner,Fury Cutter,Beginner,Rapid Spin,Amateur,Bulldoze,Amateur,Swift,Amateur,Fury Swipes,Amateur,Agility,Ace,Slash,Ace,Dig,Ace,Gyro Ball,Ace,Swords Dance,Pro,Sandsear Storm,Pro,Earthquake,,,,,,,,
27,Alolan Sandshrew,Starter,Scratch,Starter,Defense Curl,Starter,Mist,Beginner,Powder Snow,Beginner,Rollout,Beginner,Fury Cutter,Beginner,Rapid Spin,Amateur,Metal Claw,Amateur,Swift,Amateur,Fury Swipes,Amateur,Iron Defense,Ace,Slash,Ace,Iron Head,Ace,Gyro Ball,Ace,Swords Dance,Pro,Hail,Pro,Blizzard,,,,,,,,
28,Sandslash,Starter,Scratch,Starter,Defense Curl,Starter,Poison Sting,Starter,Sand Attack,Beginner,Rollout,Beginner,Fury Cutter,Beginner,Rapid Spin,Amateur,Crush Claw,Amateur,Bulldoze,Amateur,Swift,Amateur,Fury Cutter,Ace,Sand Tomb,Ace,Slash,Pro,Dig,Pro,Gyro Ball,Pro,Swords Dance,Elite,Sandstorm,Elite,Earthquake,,,,,,
28,Alolan Sandslash,Starter,Scratch,Starter,Defense Curl,Starter,Mist,Starter,Icicle Spear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Nidoran♀,Starter,Poison Sting,Starter,Growl,Starter,Scratch,Beginner,Tail Whip,Beginner,Fury Swipes,Amateur,Toxic Spikes,Amateur,Double Kick,Ace,Bite,Ace,Helping Hand,Ace,Toxic,Pro,Flatter,Pro,Crunch,Elite,Earth Power,,,,,,,,,,,,,,,,
30,Nidorina,Starter,Poison Sting,Starter,Growl,Starter,Scratch,Starter,Tail Whip,Beginner,Fury Swipes,Amateur,Toxic Spikes,Ace,Double Kick,Ace,Bite,Pro,Helping Hand,Pro,Toxic,Elite,Flatter,Elite,Crunch,Master,Earth Power,,,,,,,,,,,,,,,,
31,Nidoqueen,Starter,Poison Sting,Starter,Growl,Starter,Scratch,Starter,Tail Whip,Starter,Superpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Nidoran♂,Starter,Poison Sting,Starter,Leer,Starter,Peck,Beginner,Focus Energy,Beginner,Fury Attack,Amateur,Toxic Spikes,Amateur,Double Kick,Ace,Horn Attack,Ace,Helping Hand,Ace,Toxic,Pro,Flatter,Pro,Poison Jab,Elite,Earth Power,,,,,,,,,,,,,,,,
33,Nidorino,Starter,Poison Sting,Starter,Leer,Starter,Peck,Starter,Focus Energy,Beginner,Fury Attack,Amateur,Toxic Spikes,Ace,Double Kick,Ace,Horn Attack,Pro,Helping Hand,Pro,Toxic,Elite,Flatter,Elite,Poison Jab,Master,Earth Power,,,,,,,,,,,,,,,,
34,Nidoking,Starter,Poison Sting,Starter,Leer,Starter,Peck,Starter,Focus Energy,Starter,Megahorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Clefairy,Starter,Pound,Starter,Growl,Starter,Stored Power,Beginner,Defense Curl,Beginner,Sing,Beginner,Minimize,Beginner,After You,Amateur,Life Dew,Amateur,Metronome,Amateur,Moonlight,Amateur,Gravity,Ace,Meteor Mash,Ace,Follow Me,Ace,Cosmic Power,Pro,Moonblast,Pro,Healing Wish,,,,,,,,,,
36,Clefable,Starter,Pound,Starter,Growl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Vulpix,Starter,Ember,Starter,Tail Whip,Starter,Disable,Beginner,Quick Attack,Beginner,Spite,Amateur,Incinerate,Amateur,Confuse Ray,Amateur,Will-O-Wisp,Amateur,Extrasensory,Ace,Flamethrower,Ace,Imprison,Ace,Fire Spin,Pro,Safeguard,Pro,Inferno,Pro,Grudge,Elite,Fire Blast,,,,,,,,,,
37,Alolan Vulpix,Starter,Powder Snow,Starter,Tail Whip,Starter,Disable,Beginner,Ice Shard,Beginner,Spite,Amateur,Icy Wind,Amateur,Confuse Ray,Amateur,Aurora Beam,Amateur,Extrasensory,Ace,Ice Beam,Ace,Imprison,Ace,Mist,Pro,Aurora Veil,Pro,Sheer Cold,Pro,Grudge,Elite,Blizzard,,,,,,,,,,
38,Ninetales,Starter,Ember,Starter,Tail Whip,Starter,Disable,Beginner,Nasty Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Alolan Ninetales,Starter,Ember,Starter,Tail Whip,Starter,Disable,Starter,Dazzling Gleam,Beginner,Nasty Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Jigglypuff,Starter,Sing,Starter,Pound,Starter,Defense Curl,Starter,Echoed Voice,Beginner,Covet,Beginner,Stockpile,Beginner,Spit Up,Beginner,Swallow,Amateur,Round,Amateur,Rest,Amateur,Body Slam,Amateur,Mimic,Ace,Gyro Ball,Ace,Hyper Voice,Pro,Double-Edge,,,,,,,,,,,,
40,Wigglytuff,Starter,Sing,Starter,Pound,Starter,Defense Curl,Starter,Play Rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Zubat,Starter,Absorb,Starter,Supersonic,Starter,Astonish,Beginner,Mean Look,Beginner,Poison Fang,Amateur,Quick Guard,Amateur,Air Cutter,Ace,Bite,Ace,Haze,Ace,Venoshock,Pro,Confuse Ray,Pro,Air Slash,Elite,Leech Life,,,,,,,,,,,,,,,,
42,Golbat,Starter,Absorb,Starter,Supersonic,Starter,Astonish,Starter,Mean Look,Beginner,Poison Fang,Amateur,Quick Guard,Amateur,Air Cutter,Ace,Bite,Pro,Haze,Pro,Venoshock,Elite,Confuse Ray,Elite,Air Slash,Master,Leech Life,,,,,,,,,,,,,,,,
43,Oddish,Starter,Absorb,Starter,Growth,Starter,Acid,Beginner,Sweet Scent,Beginner,Mega Drain,Beginner,Poison Powder,Amateur,Stun Spore,Amateur,Sleep Powder,Amateur,Giga Drain,Amateur,Toxic,Amateur,Moonblast,Ace,Grassy Terrain,Ace,Moonlight,Ace,Petal Dance,,,,,,,,,,,,,,
44,Gloom,Starter,Absorb,Starter,Growth,Starter,Acid,Beginner,Sweet Scent,Beginner,Mega Drain,Beginner,Poison Powder,Amateur,Stun Spore,Amateur,Sleep Powder,Amateur,Giga Drain,Amateur,Toxic,Ace,Moonblast,Ace,Grassy Terrain,Pro,Moonlight,Pro,Petal Dance,,,,,,,,,,,,,,
45,Vileplume,Starter,Absorb,Starter,Growth,Starter,Acid,Amateur,Petal Blizzard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Paras,Starter,Scratch,Beginner,Stun Spore,Beginner,Poison Powder,Beginner,Absorb,Amateur,Fury Cutter,Amateur,Spore,Amateur,Slash,Ace,Growth,Ace,Giga Drain,Pro,Aromatherapy,Pro,Rage Powder,Elite,X-Scissor,,,,,,,,,,,,,,,,,,
47,Parasect,Starter,Scratch,Beginner,Stun Spore,Beginner,Poison Powder,Beginner,Absorb,Amateur,Fury Cutter,Amateur,Spore,Ace,Slash,Ace,Growth,Pro,Giga Drain,Pro,Aromatherapy,Elite,Rage Powder,Master,X-Scissor,,,,,,,,,,,,,,,,,,
48,Venonat,Starter,Tackle,Starter,Disable,Starter,Supersonic,Beginner,Confusion,Beginner,Poison Powder,Amateur,Psybeam,Amateur,Stun Spore,Amateur,Bug Buzz,Ace,Sleep Powder,Ace,Leech Life,Ace,Zen Headbutt,Pro,Poison Fang,Pro,Psychic,,,,,,,,,,,,,,,,
49,Venomoth,Starter,Tackle,Starter,Disable,Starter,Supersonic,Beginner,Confusion,Beginner,Poison Powder,Amateur,Psybeam,Amateur,Stun Spore,Amateur,Bug Buzz,Ace,Sleep Powder,Ace,Leech Life,Pro,Air Slash,Pro,Zen Headbutt,Pro,Poison Fang,Elite,Psychic,Elite,Quiver Dance,,,,,,,,,,,,
50,Diglett,Starter,Scratch,Starter,Sand Attack,Starter,Growl,Beginner,Astonish,Beginner,Mud Slap,Amateur,Bulldoze,Amateur,Sucker Punch,Amateur,Slash,Amateur,Sandstorm,Ace,Dig,Ace,Earth Power,Ace,Earthquake,Pro,Fissure,,,,,,,,,,,,,,,,
50,Alolan Diglett,Starter,Metal Claw,Starter,Sand Attack,Starter,Growl,Beginner,Astonish,Beginner,Mud Slap,Amateur,Bulldoze,Amateur,Sucker Punch,Amateur,Iron Head,Amateur,Sandstorm,Ace,Dig,Ace,Earth Power,Ace,Earthquake,Pro,Fissure,,,,,,,,,,,,,,,,
51,Dugtrio,Starter,Scratch,Starter,Sand Attack,Starter,Growl,Starter,Astonish,Beginner,Mud Slap,Amateur,Bulldoze,Amateur,Sucker Punch,Amateur,Slash,Amateur,Tri Attack,Amateur,Sand Tomb,Ace,Sandstorm,Ace,Dig,Pro,Earth Power,Pro,Earthquake,Pro,Fissure,,,,,,,,,,,,
51,Alolan Dugtrio,Starter,Metal Claw,Starter,Sand Attack,Starter,Growl,Starter,Astonish,Beginner,Mud Slap,Amateur,Bulldoze,Amateur,Sucker Punch,Amateur,Iron Head,Amateur,Tri Attack,Amateur,Sand Tomb,Ace,Sandstorm,Ace,Dig,Pro,Earth Power,Pro,Earthquake,Pro,Fissure,,,,,,,,,,,,
52,Meowth,Starter,Growl,Starter,Fake Out,Starter,Feint,Beginner,Scratch,Beginner,Pay Day,Amateur,Bite,Amateur,Taunt,Amateur,Assurance,Ace,Fury Swipes,Ace,Screech,Ace,Slash,Ace,Nasty Plot,Pro,Play Rough,,,,,,,,,,,,,,,,
52,Alolan Meowth,Starter,Growl,Starter,Fake Out,Starter,Feint,Beginner,Scratch,Beginner,Pay Day,Amateur,Bite,Amateur,Taunt,Amateur,Assurance,Ace,Fury Swipes,Ace,Screech,Ace,Night Slash,Ace,Nasty Plot,Pro,Play Rough,,,,,,,,,,,,,,,,
52,Galarian Meowth,Starter,Growl,Starter,Fake Out,Starter,Hone Claws,Beginner,Scratch,Beginner,Pay Day,Amateur,Metal Claw,Amateur,Taunt,Amateur,Swagger,Ace,Fury Swipes,Ace,Screech,Ace,Slash,Ace,Metal Sound,Pro,Thrash,,,,,,,,,,,,,,,,
52,Mega Meowth,Starter,Growl,Starter,Fake Out,Starter,Feint,Beginner,Scratch,Beginner,Pay Day,Amateur,Bite,Amateur,Taunt,Amateur,Assurance,Ace,Fury Swipes,Ace,Screech,Ace,Slash,Ace,Nasty Plot,Pro,Play Rough,,,,,,,,,,,,,,,,
53,Persian,Starter,Growl,Starter,Fake Out,Starter,Feint,Starter,Scratch,Beginner,Pay Day,Amateur,Bite,Amateur,Taunt,Amateur,Assurance,Amateur,Power Gem,Ace,Fury Swipes,Ace,Screech,Pro,Slash,Pro,Nasty Plot,Pro,Play Rough,,,,,,,,,,,,,,
53,Alolan Persian,Starter,Growl,Starter,Fake Out,Starter,Feint,Starter,Scratch,Starter,Power Gem,Beginner,Pay Day,Amateur,Bite,Amateur,Taunt,Amateur,Assurance,Ace,Fury Swipes,Ace,Screech,Pro,Night Slash,Pro,Nasty Plot,Pro,Play Rough,,,,,,,,,,,,,,
54,Psyduck,Starter,Scratch,Starter,Tail Whip,Starter,Water Gun,Beginner,Confusion,Beginner,Fury Swipes,Beginner,Water Pulse,Beginner,Disable,Amateur,Zen Headbutt,Amateur,Screech,Amateur,Aqua Tail,Amateur,Soak,Ace,Psych Up,Ace,Amnesia,Ace,Wonder Room,,,,,,,,,,,,,,
55,Golduck,Starter,Scratch,Starter,Tail Whip,Starter,Water Gun,Starter,Confusion,Beginner,Fury Swipes,Beginner,Water Pulse,Beginner,Disable,Amateur,Zen Headbutt,Amateur,Screech,Amateur,Aqua Tail,Amateur,Soak,Ace,Psych Up,Ace,Amnesia,Ace,Hydro Pump,Pro,Wonder Room,,,,,,,,,,,,
56,Mankey,Starter,Scratch,Starter,Leer,Starter,Focus Energy,Starter,Covet,Starter,Fury Swipes,Beginner,Low Kick,Beginner,Seismic Toss,Amateur,Swagger,Amateur,Cross Chop,Amateur,Assurance,Ace,Thrash,Ace,Close Combat,Ace,Screech,Ace,Stomping Tantrum,Pro,Outrage,Pro,Final Gambit,,,,,,,,,,
57,Primeape,Starter,Scratch,Starter,Leer,Starter,Focus Energy,Starter,Fury Swipes,Beginner,Low Kick,Beginner,Seismic Toss,Amateur,Swagger,Amateur,Cross Chop,Amateur,Assurance,Ace,Thrash,Ace,Rage Fist,Ace,Close Combat,Pro,Screech,Pro,Stomping Tantrum,Pro,Outrage,Elite,Final Gambit,,,,,,,,,,
58,Growlithe,Starter,Leer,Starter,Ember,Starter,Howl,Beginner,Bite,Beginner,Flame Wheel,Amateur,Helping Hand,Amateur,Agility,Amateur,Fire Fang,Amateur,Retaliate,Ace,Crunch,Ace,Take Down,Ace,Flamethrower,Pro,Roar,Pro,Play Rough,Pro,Reversal,Elite,Flare Blitz,,,,,,,,,,
58,Hisuian Growlithe,Starter,Leer,Starter,Ember,Starter,Howl,Beginner,Bite,Beginner,Flame Wheel,Amateur,Helping Hand,Amateur,Fire Fang,Amateur,Retaliate,Ace,Crunch,Ace,Take Down,Ace,Flamethrower,Pro,Roar,Pro,Rock Slide,Pro,Reversal,Elite,Flare Blitz,,,,,,,,,,,,
59,Arcanine,Starter,Leer,Starter,Ember,Starter,Flamethrower,Starter,Extreme Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Hisuian Arcanine,Starter,Leer,Starter,Ember,Starter,Flamethrower,Starter,Extreme Speed,Elite,Raging Fury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Poliwag,Starter,Water Gun,Starter,Hypnosis,Beginner,Pound,Beginner,Mud Shot,Amateur,Bubble Beam,Amateur,Rain Dance,Ace,Body Slam,Ace,Earth Power,Pro,Hydro Pump,Pro,Belly Drum,Pro,Double-Edge,,,,,,,,,,,,,,,,,,,,
61,Poliwhirl,Starter,Water Gun,Starter,Hypnosis,Starter,Pound,Starter,Mud Shot,Amateur,Bubble Beam,Amateur,Rain Dance,Ace,Body Slam,Ace,Earth Power,Pro,Hydro Pump,Elite,Belly Drum,Master,Double-Edge,,,,,,,,,,,,,,,,,,,,
62,Poliwrath,Starter,Water Gun,Starter,Hypnosis,Amateur,Submission,Ace,Dynamic Punch,Pro,Mind Reader,Pro,Circle Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Abra,Starter,Teleport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Kadabra,Starter,Teleport,Starter,Psybeam,Beginner,Reflect,Beginner,Ally Switch,Amateur,Confusion,Amateur,Psycho Cut,Amateur,Recover,Ace,Psyshock,Ace,Psychic,Ace,Role Play,Pro,Future Sight,Pro,Calm Mind,,,,,,,,,,,,,,,,,,
65,Alakazam,Starter,Teleport,Starter,Psybeam,Beginner,Reflect,Beginner,Ally Switch,Beginner,Confusion,Amateur,Psycho Cut,Amateur,Recover,Ace,Psyshock,Ace,Psychic,Ace,Role Play,Pro,Future Sight,Pro,Calm Mind,,,,,,,,,,,,,,,,,,
65,Mega Alakazam,Starter,Teleport,Starter,Psybeam,Beginner,Reflect,Beginner,Ally Switch,Beginner,Confusion,Amateur,Psycho Cut,Amateur,Recover,Ace,Psyshock,Ace,Psychic,Ace,Role Play,Pro,Future Sight,Pro,Calm Mind,,,,,,,,,,,,,,,,,,
66,Machop,Starter,Low Kick,Starter,Leer,Starter,Focus Energy,Beginner,Revenge,Beginner,Low Sweep,Amateur,Knock Off,Amateur,Scary Face,Amateur,Vital Throw,Ace,Strength,Ace,Dual Chop,Ace,Bulk Up,Ace,Seismic Toss,Pro,Dynamic Punch,Pro,Cross Chop,Pro,Double-Edge,,,,,,,,,,,,
